InputWord,WordKey,Tone,POS,ZhTranslation,ZhHint,Kana,Romaji,Wapuro,BookName,BookSeries,BookChapter,BookExtra,BookWordId,,,,,,,,,,,,,,,,30,CommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,60,AlterWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,120,UncommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,
スプーン,,2,NOUN,勺子,,,,,,1,8,,25,,,,,,,,,,,,,,,,,スプーン,,,すぷーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お兄さん,,2,NOUN,哥哥,,,,,,1,8,,26,,,,,,,,,,,,,,,,,お兄さん,manual,,おにいさん,おにいさん,,おにいさん,お,お,兄,にい,さ,さ,ん,ん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韓国語,,0,NOUN,韩语,,,,,,1,8,,27,,,,,,,,,,,,,,,,,韓国語,manual,,かんこくご,かんこくご,,かんこくご,韓,かん,国,こく,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夕方,,0,NOUN,傍晚,,,,,,1,8,,28,,,,,,,,,,,,,,,,,夕方,manual,,ゆうがた,ゆうがた,,ゆうがた,夕,ゆう,方,がた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昼休み,,3,NOUN,午休,,,,,,1,8,,29,,,,,,,,,,,,,,,,,昼休み,manual,,ひるやすみ,ひるやすみ,,ひるやすみ,昼,ひる,休,やす,み,み,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もらう,,?,VERB;GODAN,拿到，得到,,,,,,1,8,,30,,,,,,,,,,,,,,,,,もらう,excel,excelauto,もらう,もらう,,もらう,も,も,ら,ら,う,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会う,,?,VERB;GODAN,见,,,,,,1,8,,31,,,,,,,,,,,,,,,,,会う,manual,,あう,あう,,あう,会,あ,う,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
送る,,?,VERB;GODAN,寄,,,,,,1,8,,32,,,,,,,,,,,,,,,,,送る,manual,,おくる,おくる,,おくる,送,おく,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
作る,,?,VERB;GODAN,做，制造,,,,,,1,8,,33,,,,,,,,,,,,,,,,,作る,manual,,つくる,つくる,,つくる,作,つく,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太る,,?,VERB;GODAN,胖,,,,,,1,8,,34,,,,,,,,,,,,,,,,,太る,manual,,ふとる,ふとる,,ふとる,太,ふと,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
出す,,?,VERB;GODAN,寄（信）,,,,,,1,8,,35,,,,,,,,,,,,,,,,,出す,manual,,だす,だす,,だす,出,だ,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
届く,,?,VERB;GODAN,收到，送到，寄到,,,,,,1,8,,36,,,,,,,,,,,,,,,,,届く,manual,,とどく,とどく,,とどく,届,とど,く,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かく,,?,VERB;GODAN,画,,,,,,1,8,,37,,,,,,,,,,,,,,,,,かく,excel,excelauto,かく,かく,,かく,か,か,く,く,,,,,,,,,,,,,,,,,,,manual,描く,manual,,かく,かく,,かく,描,か,く,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
貸す,,?,VERB;GODAN,借出，借给,,,,,,1,8,,38,,,,,,,,,,,,,,,,,貸す,manual,,かす,かす,,かす,貸,か,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
習う,,?,VERB;GODAN,学习,,,,,,1,8,,39,,,,,,,,,,,,,,,,,習う,manual,,ならう,ならう,,ならう,習,なら,う,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あげる,,?,VERB;SHIMOICHIDAN,给,,,,,,1,8,,40,,,,,,,,,,,,,,,,,あげる,excel,excelauto,あげる,あげる,,あげる,あ,あ,げ,げ,る,る,,,,,,,,,,,,,,,,,manual,上げる,manual,,あげる,あげる,,あげる,上,あ,げ,げ,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かける,,?,VERB;SHIMOICHIDAN,打（电话）,,,,,,1,8,,41,,,,,,,,,,,,,,,,,かける,excel,excelauto,かける,かける,,かける,か,か,け,け,る,る,,,,,,,,,,,,,,,,,manual,掛ける,manual,,かける,かける,,かける,掛,か,け,け,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,
借りる,,?,VERB;KAMIICHIDAN,（向别人）借,,,,,,1,8,,42,,,,,,,,,,,,,,,,,借りる,manual,,かりる,かりる,,かりる,借,か,り,り,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
教える,,?,VERB;SHIMOICHIDAN,教,,,,,,1,8,,43,,,,,,,,,,,,,,,,,教える,manual,,おしえる,おしえる,,おしえる,教,おし,え,え,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もう,,1,ADV,已经,,,,,,1,8,,44,,,,,,,,,,,,,,,,,もう,excel,excelauto,もう,もう,,もう,も,も,う,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
さっき,,1,ADV,刚才,,,,,,1,8,,45,,,,,,,,,,,,,,,,,さっき,excel,excelauto,さっき,さっき,,さっき,さ,さ,っ,っ,き,き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たった今,,4,ADV,刚刚,,,,,,1,8,,46,,,,,,,,,,,,,,,,,たった今,excel,excelauto,たったいま,たったいま,,たったいま,た,た,っ,っ,た,た,今,いま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もう一度,,0,ADV,再一次,,,,,,1,8,,47,,,,,,,,,,,,,,,,,もう一度,excel,excelauto,もういちど,もういちど,,もういちど,も,も,う,う,一,いち,度,ど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前に,,1,ADV,以前,,,,,,1,8,,48,,,,,,,,,,,,,,,,,前に,excel,excelauto,まえに,まえに,,まえに,前,まえ,に,に,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陳,,1,PROPER,陈,,,,,,1,8,,49,,,,,,,,,,,,,,,,,陳,excel,excelauto,ちん,ちん,,ちん,陳,ちん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
どうですか,,1,IDIOM,怎样，如何,,,,,,1,8,,50,,,,,,,,,,,,,,,,,どうですか,excel,excelauto,どうですか,どうですか,,どうですか,ど,ど,う,う,で,で,す,す,か,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お願いします,,6,IDIOM,拜托了,,,,,,1,8,,51,,,,,,,,,,,,,,,,,お願いします,manual,,おねがいします,おねがいします,,おねがいします,お,お,願,ねが,い,い,し,し,ま,ま,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
分かりました,,4,IDIOM,明白了,,,,,,1,8,,52,,,,,,,,,,,,,,,,,分かりました,manual,,わかりました,わかりました,,わかりました,分,わ,か,か,り,り,ま,ま,し,し,た,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
よかったです,,1,IDIOM,太好了,,,,,,1,8,,53,,,,,,,,,,,,,,,,,よかったです,excel,excelauto,よかったです,よかったです,,よかったです,よ,よ,か,か,っ,っ,た,た,で,で,す,す,,,,,,,,,,,manual,良かったです,manual,,よかったです,よかったです,,よかったです,良,よ,か,か,っ,っ,た,た,で,で,す,す,,,,,,,,,,,,,,,,,,,,,,
様,,,IDIOM,（~样）,尊敬的人称后缀，可用于替换～さん,,,,,1,8,,54,,,,,,,,,,,,,,,,,様,excel,excelauto,さま,さま,,さま,様,さま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
料理,,1,NOUN,菜肴，饭菜,,,,,,1,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川料理,,4,NOUN,四川菜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スープ,,1,NOUN,汤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京ダック,,4,NOUN,北京烤鸭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
食べ物,,3,NOUN,食物，食品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すき焼き,,0,NOUN,日式牛肉火锅,寿喜烧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温泉,,0,NOUN,温泉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お湯,,0,NOUN,热水，开水,不是汤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水,,0,NOUN,水，凉水,不是热水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浴衣,,0,NOUN,浴衣，夏季和服,广义上的和服的一种，但不是通常的和服,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
眺め,,3,NOUN,景色，风景,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薬,,0,NOUN,药,薬を飲む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天気,,1,NOUN,天气,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海,,1,NOUN,大海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山,,2,NOUN,山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紙,,2,NOUN,纸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニュース,,1,NOUN,新闻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女性,,0,NOUN,女性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お客様,,4,NOUN,来宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グラス,,1,NOUN,玻璃杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歌舞伎,,0,NOUN,歌舞伎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
気持ち,,0,NOUN,心情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たくさん,,3,NOUN,很多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沢山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辛い,,2,ADJ,辣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甘い,,0,ADJ,甜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塩辛い,,4,ADJ,咸,塩辛い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
しょっぱい,,3,ADJ,咸,口语，しょっぱい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
酸っぱい,,3,ADJ,酸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苦い,,2,ADJ,苦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おいしい,,0,ADJ,好吃，可口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
まずい,,2,ADJ,不好吃，难吃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不味い,,,,,,,,,,
熱い,,2,ADJ,热，烫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冷たい,,0,ADJ,凉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽しい,,3,ADJ,愉快，快乐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おもしろい,,4,ADJ,有趣，有意思,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,面白い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
つまらない,,3,ADJ,无聊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,詰まらない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広い,,2,ADJ,广阔，宽敞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狭い,,2,ADJ,狭窄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大きい,,3,ADJ,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小さい,,3,ADJ,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忙しい,,4,ADJ,忙，忙碌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いい,,1,ADJ,好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,良い,,,,,,,,,,
悪い,,2,ADJ,不好，坏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すばらしい,,4,ADJ,极好，绝佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,素晴らしい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遠い,,0,ADJ,远,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近い,,2,ADJ,近,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高い,,2,ADJ,高，贵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
低い,,2,ADJ,低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安い,,2,ADJ,便宜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寒い,,2,ADJ,寒冷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暑い,,2,ADJ,（天气）热,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青い,,2,ADJ,蓝色的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白い,,2,ADJ,白色的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新しい,,4,ADJ,新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古い,,2,ADJ,旧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
難しい,,0,ADJ,难,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
易しい,,0,ADJ,容易,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多い,,1,ADJ,多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少ない,,3,ADJ,少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かわいい,,3,ADJ,可爱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可愛い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本当に,,0,ADV,真的，实在是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あまり,,0,ADV,不（太）~，不很~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,余り,,,,,,,,,,
とても,,0,ADV,很，非常,とても,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たいへん,,0,ADV,很，非常,たいへん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大変,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少し,,2,ADV,一点儿,少し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちょっと,,1,ADV,一点儿,偏口语，ちょっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全然,,0,ADV,根本（不），全然（不）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちょうど,,0,ADV,正好，恰好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あら,,1,INTERJ,哎呀，咦,あら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれ,,0,INTERJ,哎呀，咦,あれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ああ,,1,INTERJ,啊,ああ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天安門,,3,PROPER,天安门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万里の長城,,1;7,PROPER,万里长城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
気持ちがいい,,0;5,IDIOM,感觉舒服，心情愉快,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
用,,,IDIOM,~用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紅葉,,1,NOUN,红叶,紅葉（もみじ）：红色的枫叶，紅葉（こうよう）：红色叶子的总称,,,,,1,10,,1,,,,,,,,,,,,,,,,,紅葉,special,,,,,紅葉,もみじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
故郷,,1,NOUN,故乡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通り,,3,NOUN,大街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
町,,2,NOUN,城市，街道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
所,,3,NOUN,场所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お店,,0,NOUN,餐馆；商店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
