InputWord,WordKey,Tone,POS,ZhTranslation,ZhHint,Kana,Romaji,Wapuro,BookName,BookSeries,BookChapter,BookExtra,BookWordId,,,,,,,,,,,,,,,,30,CommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,60,AlterWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,120,UncommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,
日本人,,,NOUN,日本人,duplicate,,,,,1,1,EXT,21,,,,,,,,,,,,,,,,,日本人,manual,,にほんじん,にほんじん,,にほんじん,日,に,本,ほん,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アメリカ人,,,NOUN,美国人,duplicate,,,,,1,1,EXT,22,,,,,,,,,,,,,,,,,アメリカ人,special,,あめりかじん,Americaじん,,あめりかじん,アメリカ,America,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イギリス人,,,PROPER,英国人,,,,,,1,1,EXT,23,,,,,,,,,,,,,,,,,イギリス人,special,,いぎりすじん,Engishじん,,いぎりすじん,イギリス,Engish,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イタリア人,,,PROPER,意大利人,,,,,,1,1,EXT,24,,,,,,,,,,,,,,,,,イタリア人,special,,いたりあじん,Italiaじん,,いたりあじん,イタリア,Italia,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インド人,,,PROPER,印度人,,,,,,1,1,EXT,25,,,,,,,,,,,,,,,,,インド人,special,,いんどじん,Indiaじん,,いんどじん,インド,India,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オーストラリア人,,,PROPER,澳大利亚人,duplicate,,,,,1,1,EXT,26,,,,,,,,,,,,,,,,,オーストラリア人,special,,おーすとらりあじん,Australiaじん,,おーすとらりあじん,オーストラリア,Australia,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韓国人,,,NOUN,韩国人,duplicate,,,,,1,1,EXT,27,,,,,,,,,,,,,,,,,韓国人,manual,,かんこくじん,かんこくじん,,かんこくじん,韓,かん,国,こく,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スペイン人,,,PROPER,西班牙人,,,,,,1,1,EXT,28,,,,,,,,,,,,,,,,,スペイン人,special,,すぺいんじん,Spainじん,,すぺいんじん,スペイン,Spain,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タイ人,,,PROPER,泰国人,,,,,,1,1,EXT,29,,,,,,,,,,,,,,,,,タイ人,special,,たいじん,Thaiじん,,たいじん,タイ,Thai,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ドイツ人,,,PROPER,德国人,,,,,,1,1,EXT,30,,,,,,,,,,,,,,,,,ドイツ人,special,,どいつじん,Deutschじん,,どいつじん,ドイツ,Deutsch,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ブラジル人,,,PROPER,巴西人,,,,,,1,1,EXT,31,,,,,,,,,,,,,,,,,ブラジル人,special,,ぶらじるじん,Brasilじん,,ぶらじるじん,ブラジル,Brasil,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フランス人,,,PROPER,法国人,duplicate,,,,,1,1,EXT,32,,,,,,,,,,,,,,,,,フランス人,special,,ふらんすじん,Franceじん,,ふらんすじん,フランス,France,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベトナム人,,,PROPER,越南人,,,,,,1,1,EXT,33,,,,,,,,,,,,,,,,,ベトナム人,special,,べとなむじん,Vietnamじん,,べとなむじん,ベトナム,Vietnam,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メキシコ人,,,PROPER,墨西哥人,,,,,,1,1,EXT,34,,,,,,,,,,,,,,,,,メキシコ人,special,,めきしこじん,Mexicoじん,,めきしこじん,メキシコ,Mexico,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロシア人,,,PROPER,俄罗斯人,,,,,,1,1,EXT,35,,,,,,,,,,,,,,,,,ロシア人,special,,ろしあじん,Russiaじん,,ろしあじん,ロシア,Russia,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外国人,,,NOUN,外国人,duplicate,,,,,1,1,EXT,36,,,,,,,,,,,,,,,,,外国人,manual,,がいこくじん,がいこくじん,,がいこくじん,外,がい,国,こく,人,じん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
語,,,NOUN,~语,,,go,,,1,1,EXT,37,,,,,,,,,,,,,,,,,語,excel,excelauto,ご,ご,,ご,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国語,,,NOUN,汉语,duplicate,,,,,1,1,EXT,38,,,,,,,,,,,,,,,,,中国語,manual,,ちゅうごくご,ちゅうごくご,,ちゅうごくご,中,ちゅう,国,ごく,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本語,,,NOUN,日本语,duplicate,,,,,1,1,EXT,39,,,,,,,,,,,,,,,,,日本語,manual,,にほんご,にほんご,,にほんご,日,に,本,ほん,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英語,,,NOUN,英语,,,,,,1,1,EXT,40,,,,,,,,,,,,,,,,,英語,excel,excelauto,えいご,えいご,,えいご,英,えい,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英語,,,NOUN,英语,duplicate,,,,,1,1,EXT,41,,,,,,,,,,,,,,,,,英語,excel,excelauto,えいご,えいご,,えいご,英,えい,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イタリア語,,,PROPER,意大利语,,,,,,1,1,EXT,42,,,,,,,,,,,,,,,,,イタリア語,special,,いたりあご,Italiaご,,,イタリア,Italia,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヒンディー語,,,PROPER,印地语,,,,,,1,1,EXT,43,,,,,,,,,,,,,,,,,ヒンディー語,special,,ひんでぃーご,Hindiご,,,ヒンディー,Hindi,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英語,,,NOUN,英语,duplicate,,,,,1,1,EXT,44,,,,,,,,,,,,,,,,,英語,excel,excelauto,えいご,えいご,,えいご,英,えい,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韓国語,,,NOUN,韩语,duplicate,,,,,1,1,EXT,45,,,,,,,,,,,,,,,,,韓国語,manual,,かんこくご,かんこくご,,かんこくご,韓,かん,国,こく,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スペイン語,,,PROPER,西班牙语,,,,,,1,1,EXT,46,,,,,,,,,,,,,,,,,スペイン語,special,,すぺいんご,Spainご,,,スペイン,Spain,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タイ語,,,PROPER,泰语,,,,,,1,1,EXT,47,,,,,,,,,,,,,,,,,タイ語,special,,たいご,Thaiご,,,タイ,Thai,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ドイツ語,,,PROPER,德语,,,,,,1,1,EXT,48,,,,,,,,,,,,,,,,,ドイツ語,special,,どいつご,Deutschご,,,ドイツ,Deutsch,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ポルトガル語,,,PROPER,葡萄牙语,,,,,,1,1,EXT,49,,,,,,,,,,,,,,,,,ポルトガル語,special,,ぽるとがるご,Brasilご,,,ブラジル,Brasil,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フランス語,,,PROPER,法语,duplicate,,,,,1,1,EXT,50,,,,,,,,,,,,,,,,,フランス語,special,,ふらんすご,Franceご,,,フランス,France,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベトナム語,,,PROPER,越南语,,,,,,1,1,EXT,51,,,,,,,,,,,,,,,,,ベトナム語,special,,べとなむご,Vietnamご,,,ベトナム,Vietnam,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スペイン語,,,PROPER,西班牙语,duplicate,,,,,1,1,EXT,52,,,,,,,,,,,,,,,,,スペイン語,special,,すぺいんご,Mexicoご,,,メキシコ,Mexico,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロシア語,,,PROPER,俄语,,,,,,1,1,EXT,53,,,,,,,,,,,,,,,,,ロシア語,special,,ろしあご,Russiaご,,,ロシア,Russia,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外国語,,,NOUN,外语,,,,,,1,1,EXT,54,,,,,,,,,,,,,,,,,外国語,manual,,がいこくご,がいこくご,,がいこくご,外,がい,国,こく,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大陸,,,NOUN,大陆,,,,,,1,1,EXT,55,,,,,,,,,,,,,,,,,大陸,manual,,たいりく,たいりく,,たいりく,大,たい,陸,りく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア,,,PROPER,亚洲,,,,,,1,1,EXT,56,,,,,,,,,,,,,,,,,アジア,,,あじあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オーストラリア,オーストラリア-BIAORI-2,,PROPER,澳洲,,,,,,1,1,EXT,57,,,,,,,,,,,,,,,,,オーストラリア,,,おーすとらりあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ,,,PROPER,欧洲,duplicate,,,,,1,1,EXT,58,,,,,,,,,,,,,,,,,ヨーロッパ,,,よーろっぱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アフリカ,,,PROPER,非洲,,,,,,1,1,EXT,59,,,,,,,,,,,,,,,,,アフリカ,,,あふりか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北アメリカ,,,PROPER,北美洲,,,,,,1,1,EXT,60,,,,,,,,,,,,,,,,,北アメリカ,,,きたあめりか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南アメリカ,,,PROPER,南美洲,,,,,,1,1,EXT,61,,,,,,,,,,,,,,,,,南アメリカ,,,みなみあめりか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本,,1,NOUN,书,,,,,,1,2,,1,,,,,,,,,,,,,,,,,本,excel,excelauto,ほん,ほん,,ほん,本,ほん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かばん,,0,NOUN,包，公文包,,,,,,1,2,,2,,,,,,,,,,,,,,,,,かばん,excel,excelauto,かばん,かばん,,かばん,か,か,ば,ば,ん,ん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ノート,,1,NOUN,笔记本，本子,,,,,,1,2,,3,,,,,,,,,,,,,,,,,ノート,,,のーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鉛筆,,0,NOUN,铅笔,,,,,,1,2,,4,,,,,,,,,,,,,,,,,鉛筆,manual,,えんぴつ,えんぴつ,,えんぴつ,鉛,えん,筆,ぴつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
傘,,1,NOUN,伞,,,,,,1,2,,5,,,,,,,,,,,,,,,,,傘,excel,excelauto,かさ,かさ,,かさ,傘,かさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靴,,2,NOUN,鞋,,,,,,1,2,,6,,,,,,,,,,,,,,,,,靴,excel,excelauto,くつ,くつ,,くつ,靴,くつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新聞,,0,NOUN,报纸,,,,,,1,2,,7,,,,,,,,,,,,,,,,,新聞,excel,excelauto,しんぶん,しんぶん,,しんぶん,新,しん,聞,ぶん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雑誌,,0,NOUN,杂志,,,,,,1,2,,8,,,,,,,,,,,,,,,,,雑誌,manual,,ざっし,ざっし,,ざっし,雑,ざっ,誌,し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辞書,,1,NOUN,词典,,,,,,1,2,,9,,,,,,,,,,,,,,,,,辞書,excel,excelauto,じしょ,じしょ,,じしょ,辞,じ,書,しょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カメラ,,1,NOUN,照相机,,,,,,1,2,,10,,,,,,,,,,,,,,,,,カメラ,,,かめら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テレビ,,1,NOUN,电视机,,,,,,1,2,,11,,,,,,,,,,,,,,,,,テレビ,,,てれび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パソコン,,0,NOUN,个人电脑,,,,,,1,2,,12,,,,,,,,,,,,,,,,,パソコン,,,ぱそこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラジオ,,1,NOUN,收音机,,,,,,1,2,,13,,,,,,,,,,,,,,,,,ラジオ,,,らじお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
電話,,0,NOUN,电话,,,,,,1,2,,14,,,,,,,,,,,,,,,,,電話,manual,,でんわ,でんわ,,でんわ,電,でん,話,わ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
机,,0,NOUN,桌子，书桌,,,,,,1,2,,15,,,,,,,,,,,,,,,,,机,excel,excelauto,つくえ,つくえ,,つくえ,机,つくえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いす,,0,NOUN,椅子,,,,,,1,2,,16,,,,,,,,,,,,,,,,,いす,excel,excelauto,いす,いす,,いす,い,い,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かぎ,,2,NOUN,钥匙，锁,,,,,,1,2,,17,,,,,,,,,,,,,,,,,かぎ,excel,excelauto,かぎ,かぎ,,かぎ,か,か,ぎ,ぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
時計,,0,NOUN,钟，表,,,,,,1,2,,18,,,,,,,,,,,,,,,,,時計,manual,,とけい,とけい,,とけい,時,と,計,けい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手帳,,0,NOUN,记事本,,,,,,1,2,,19,,,,,,,,,,,,,,,,,手帳,manual,,てちょう,てちょう,,てちょう,手,て,帳,ちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
写真,,0,NOUN,照片,,,,,,1,2,,20,,,,,,,,,,,,,,,,,写真,excel,excelauto,しゃしん,しゃしん,,しゃしん,写,しゃ,真,しん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
車,,0,NOUN,车,,,,,,1,2,,21,,,,,,,,,,,,,,,,,車,excel,excelauto,くるま,くるま,,くるま,車,くるま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自転車,,0,NOUN,自行车,,,,,,1,2,,22,,,,,,,,,,,,,,,,,自転車,manual,,じてんしゃ,じてんしゃ,,じてんしゃ,自,じ,転,てん,車,しゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お土産,,0,NOUN,礼物,,,,,,1,2,,23,,,,,,,,,,,,,,,,,お土産,manual,,おみやげ,おみやげ,,おみやげ,お,お,土産,みやげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名産品,,0,NOUN,特产，名产,,,,,,1,2,,24,,,,,,,,,,,,,,,,,名産品,manual,,めいさんひん,めいさんひん,,めいさんひん,名,めい,産,さん,品,ひん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シルク,,1,NOUN,丝绸,,,,,,1,2,,25,,,,,,,,,,,,,,,,,シルク,,,しるく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハンカチ,,0,NOUN,手绢,,,,,,1,2,,26,,,,,,,,,,,,,,,,,ハンカチ,,,はんかち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会社,,0,NOUN,公司,,,,,,1,2,,27,,,,,,,,,,,,,,,,,会社,excel,excelauto,かいしゃ,かいしゃ,,かいしゃ,会,かい,社,しゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方,,2,NOUN,（敬称）位，人,,,kata,kata,,1,2,,28,,,,,,,,,,,,,,,,,方,special,,ほう,かた,special,かた,方,かた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人,人-2,0,NOUN,人,,,,,,1,2,,29,,,,,,,,,,,,,,,,,人,excel,excelauto,ひと,ひと,,ひと,人,ひと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家族,,1,NOUN,家人，家属,,,,,,1,2,,30,,,,,,,,,,,,,,,,,家族,manual,,かぞく,かぞく,,かぞく,家,か,族,ぞく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
母,,1,NOUN,（我）母亲,謙譲語，自谦语,,,,,1,2,,31,,,,,,,,,,,,,,,,,母,excel,excelauto,はは,はは,,はは,母,はは,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お母さん,,2,NOUN,母亲,丁寧語，礼貌语,,,,,1,2,,32,,,,,,,,,,,,,,,,,お母さん,manual,,おかあさん,おかあさん,,おかあさん,お,お,母,かあ,さ,さ,ん,ん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本語,,0,NOUN,日语,,,,,,1,2,,33,,,,,,,,,,,,,,,,,日本語,manual,,にほんご,にほんご,,にほんご,日,に,本,ほん,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国語,,0,NOUN,汉语，中文,,,,,,1,2,,34,,,,,,,,,,,,,,,,,中国語,manual,,ちゅうごくご,ちゅうごくご,,ちゅうごくご,中,ちゅう,国,ごく,語,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
これ,,0,PRON,这，这个,代名词，近称,,,,,1,2,,35,,,,,,,,,,,,,,,,,これ,excel,excelauto,これ,これ,,これ,こ,こ,れ,れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
それ,,0,PRON,那，那个,代名词，中称,,,,,1,2,,36,,,,,,,,,,,,,,,,,それ,excel,excelauto,それ,それ,,それ,そ,そ,れ,れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あれ,,0,PRON,那，那个,代名词，远称,,,,,1,2,,37,,,,,,,,,,,,,,,,,あれ,excel,excelauto,あれ,あれ,,あれ,あ,あ,れ,れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
どれ,,1,PRON,哪个,代名词，疑问词,,,,,1,2,,38,,,,,,,,,,,,,,,,,どれ,excel,excelauto,どれ,どれ,,どれ,ど,ど,れ,れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
何,,1,PRON,什么,何（なん）,,nan,nann,,1,2,,39,,,,,,,,,,,,,,,,,何,special,,なに,なん,special,なん,何,なん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
だれ,,1,PRON,谁,誰（だれ）,,,,,1,2,,40,,,,,,,,,,,,,,,,,だれ,excel,excelauto,だれ,だれ,,だれ,だ,だ,れ,れ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
どなた,,1,PRON,哪位,何方（どなた）,,,,,1,2,,41,,,,,,,,,,,,,,,,,どなた,excel,excelauto,どなた,どなた,,どなた,ど,ど,な,な,た,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この,,0,RENTAISHI,这，这个,连体词，近称,,,,,1,2,,42,,,,,,,,,,,,,,,,,この,excel,excelauto,この,この,,この,こ,こ,の,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その,,0,RENTAISHI,那，那个,连体词，中称,,,,,1,2,,43,,,,,,,,,,,,,,,,,その,excel,excelauto,その,その,,その,そ,そ,の,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あの,,0,RENTAISHI,那，那个,连体词，远称,,,,,1,2,,44,,,,,,,,,,,,,,,,,あの,excel,excelauto,あの,あの,,あの,あ,あ,の,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
どの,,1,RENTAISHI,哪个,连体词，疑问词,,,,,1,2,,45,,,,,,,,,,,,,,,,,どの,excel,excelauto,どの,どの,,どの,ど,ど,の,の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
えっ,,,INTERJ,啊,えっ,,,,,1,2,,46,,,,,,,,,,,,,,,,,えっ,excel,excelauto,えっ,えっ,,えっ,え,え,っ,っ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
わあ,,1,INTERJ,哇,わあ,,,,,1,2,,47,,,,,,,,,,,,,,,,,わあ,excel,excelauto,わあ,わあ,,わあ,わ,わ,あ,あ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ええ,,1,INTERJ,（应答）嗯，是,ええ,,,,,1,2,,48,,,,,,,,,,,,,,,,,ええ,excel,excelauto,ええ,ええ,,ええ,え,え,え,え,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長島,,0,PROPER,长岛,,,,,,1,2,,49,,,,,,,,,,,,,,,,,長島,manual,,ながしま,ながしま,,ながしま,長,なが,島,しま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本,,2,PROPER,日本,,,,,,1,2,,50,,,,,,,,,,,,,,,,,日本,manual,,にほん,にほん,,にほん,日,に,本,ほん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スワトウ,,2,PROPER,汕头,,,,,,1,2,,51,,,,,,,,,,,,,,,,,スワトウ,,,すわとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロンドン,,1,PROPER,伦敦,,,,,,1,2,,52,,,,,,,,,,,,,,,,,ロンドン,,,ろんどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ありがとうございます,,2;9,IDIOM,谢谢,ありがとうございます,,,,,1,2,,53,,,,,,,,,,,,,,,,,ありがとうございます,excel,excelauto,ありがとうございます,ありがとうございます,,ありがとうございます,あ,あ,り,り,が,が,と,と,う,う,ご,ご,ざ,ざ,い,い,ま,ま,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おいくつ,,0,IDIOM,多大,おいくつ,,,,,1,2,,54,,,,,,,,,,,,,,,,,おいくつ,excel,excelauto,おいくつ,おいくつ,,おいくつ,お,お,い,い,く,く,つ,つ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
